Пакет,Уязвимость,Оперативное обновление
rabbitmq-server,CVE-2019-11281,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
rabbitmq-server,CVE-2021-22116,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
rails,CVE-2021-22880,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
rails,CVE-2021-22885,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
rails,CVE-2021-22904,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
raptor2,CVE-2020-25713,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
requests,CVE-2023-32681,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
rpm,CVE-2021-20266,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
rpm,CVE-2021-20271,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
rpm,CVE-2021-3421,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
rsync,CVE-2022-29154,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
rsyslog,CVE-2019-17041,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
rsyslog,CVE-2019-17042,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
rsyslog,CVE-2022-24903,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
ruby-kramdown,CVE-2021-28834,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ruby-rack,CVE-2020-8161,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby-rack,CVE-2020-8184,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby-rack,CVE-2022-30122,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
ruby-rack,CVE-2022-30123,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
ruby-rack,CVE-2022-44570,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby-rack,CVE-2022-44571,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby-rack,CVE-2022-44572,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby-rack,CVE-2023-27530,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ruby-rack,CVE-2023-27539,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ruby-sinatra,CVE-2022-29970,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
ruby-sinatra,CVE-2022-45442,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
ruby2.5,CVE-2021-28965,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ruby2.5,CVE-2021-31799,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ruby2.5,CVE-2021-31810,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
ruby2.5,CVE-2021-32066,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ruby2.5,CVE-2021-33621,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
ruby2.5,CVE-2021-41817,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
ruby2.5,CVE-2021-41819,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
ruby2.5,CVE-2022-28739,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ruby2.5,CVE-2023-28755,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
ruby2.5,CVE-2023-28756,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
runc,CVE-2021-43784,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
runc,CVE-2022-29162,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
runc,CVE-2023-25809,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
runc,CVE-2023-27561,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
runc,CVE-2023-28642,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
samba,CVE-2016-2124,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-14318,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-14323,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-14383,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-1472,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-25717,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-25718,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-25719,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-25721,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2020-25722,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2021-20254,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2021-23192,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2021-3738,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2021-43566,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2021-44142,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2022-0336,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
samba,CVE-2022-2031,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
samba,CVE-2022-32742,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
samba,CVE-2022-32744,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
samba,CVE-2022-32745,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
samba,CVE-2022-32746,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
sane-backends,CVE-2020-12861,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sane-backends,CVE-2020-12862,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sane-backends,CVE-2020-12863,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sane-backends,CVE-2020-12864,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sane-backends,CVE-2020-12865,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sane-backends,CVE-2020-12867,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
screen,CVE-2021-26937,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
sdl-image1.2,CVE-2019-7635,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
shadow,CVE-2013-4235,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
shadow,CVE-2018-7169,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
slapi-nis,CVE-2021-3480,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2017-11358,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2019-13590,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-23159,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-23172,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-23210,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-33844,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-3643,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2021-40426,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2022-31650,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2022-31651,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sox,CVE-2023-32627,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
sqlite,CVE-2016-6153,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
sqlite,CVE-2018-8740,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
sqlite3,CVE-2019-19242,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19244,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19603,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19645,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19880,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19923,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19924,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2019-19925,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2020-11655,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2020-11656,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2020-13871,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2020-9327,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sqlite3,CVE-2021-36690,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
sqlite3,CVE-2022-35737,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
squashfs-tools,CVE-2021-40153,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squashfs-tools,CVE-2021-41072,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-28116,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
squid,CVE-2021-28651,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-28652,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-28662,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-31806,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-31807,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-31808,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
squid,CVE-2021-46784,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
squid,CVE-2022-41317,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
squid,CVE-2022-41318,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
sssd,CVE-2021-3621,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
strongswan,CVE-2022-40617,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
strongswan,CVE-2023-41913,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
subversion,CVE-2020-17525,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
subversion,CVE-2021-28544,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
subversion,CVE-2022-24070,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sudo,CVE-2019-19232,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
sudo,CVE-2019-19234,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
sudo,CVE-2021-23239,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
sudo,CVE-2022-43995,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
sudo,CVE-2023-22809,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sudo,CVE-2023-28486,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
sudo,CVE-2023-28487,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
supervisor,CVE-2019-12105,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
symfony,CVE-2022-24894,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
symfony,CVE-2022-24895,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
syslog-ng,CVE-2022-38725,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
sysstat,CVE-2022-39377,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
systemd,CVE-2019-20386,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
systemd,CVE-2019-3843,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
systemd,CVE-2019-3843,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
systemd,CVE-2019-3844,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
systemd,CVE-2019-3844,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
systemd,CVE-2020-13529,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
systemd,CVE-2021-33910,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
systemd,CVE-2023-26604,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
tar,CVE-2022-48303,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
targetcli-fb,CVE-2020-13867,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
tcl8.6,CVE-2021-35331,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
texlive-bin,CVE-2019-18604,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
texlive-bin,CVE-2023-32700,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
thunderbird,CVE-2022-1097,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-1196,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-1529,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-1802,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-2505,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
thunderbird,CVE-2022-2505,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-3032,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-3033,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-3034,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-3266,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-36059,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-36318,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-36319,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-36320,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
thunderbird,CVE-2022-38472,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-38473,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-38476,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-38477,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-38478,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40956,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40957,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40958,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40959,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40960,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-40962,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-42927,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-42927,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-42928,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-42928,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-42929,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-42929,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-42930,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-42931,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-42932,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-42932,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2022-45404,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45405,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45406,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45408,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45409,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45410,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45411,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45412,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45416,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45418,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45420,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-45421,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-46875,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
thunderbird,CVE-2022-46880,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
thunderbird,CVE-2022-46881,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
thunderbird,CVE-2022-46882,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
thunderbird,CVE-2023-0430,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
thunderbird,CVE-2023-0616,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
thunderbird,CVE-2023-0616,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-3417,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-3600,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4045,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4046,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4047,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4048,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4049,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4050,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4055,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4056,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4057,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-4863,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5168,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5169,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5171,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5174,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5176,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
thunderbird,CVE-2023-5721,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
thunderbird,CVE-2023-5726,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
thunderbird,CVE-2023-5727,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
thunderbird,CVE-2023-5730,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
tiff,CVE-2020-19143,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2020-35523,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
tiff,CVE-2020-35524,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
tiff,CVE-2022-0561,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0562,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0865,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0891,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0907,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0908,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0909,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-0924,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-1354,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-1355,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-2056,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-2057,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-2058,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-22844,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
tiff,CVE-2022-2867,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
tiff,CVE-2022-2868,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
tiff,CVE-2022-2869,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
tiff,CVE-2022-34526,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3570,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3597,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3598,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3599,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3626,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3627,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2022-3970,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
tiff,CVE-2022-48281,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0795,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0796,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0797,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0798,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0799,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0800,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0801,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0802,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0803,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-0804,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
tiff,CVE-2023-25433,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-26965,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-26966,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-2908,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-3316,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-3618,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-40745,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tiff,CVE-2023-41175,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
tinyxml,CVE-2021-42260,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
tomcat9,CVE-2021-25122,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
tomcat9,CVE-2021-25329,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
tomcat9,CVE-2021-30640,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
